timestamp,test-class,test-method,time,description,result
2021-08-18 11:43:46.409,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4716,"[11] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0822, atributo2=2022/01/01 10:00, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:43:51.827,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4622,"[12] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hyr2-0821, atributo2=2022/01/01 10:00, atributo3=EUR 10.00, atributo4=false",OK
2021-08-18 11:43:55.737,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,3405,"[13] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=null, atributo2=2022/01/01 10:00, atributo3=EUR 10.00, atributo4=false",OK
2021-08-18 11:43:59.91,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,3412,"[14] author=, text=null, info=null, atributo1=null, atributo2=2022/01/01 10:00, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:44:04.911,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4230,"[15] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2021/08/23 23:59, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:44:10.801,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5057,"[16] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2020/08/12 12:45, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:44:16.265,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4648,"[17] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01t/012 10:00, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:44:22.522,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5497,"[18] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 12:63, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:44:29.825,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,6489,"[19] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 25:03, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:44:35.661,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5248,"[20] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=YEN 10.00, atributo4=false",OK
2021-08-18 11:44:42.089,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5284,"[21] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=USD .03, atributo4=false",OK
2021-08-18 11:44:47.555,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4443,"[22] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=USD 130,34, atributo4=false",OK
2021-08-18 11:44:53.148,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5022,"[23] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=null, atributo3=EUR 10.00, atributo4=false",OK
2021-08-18 11:44:58.407,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4368,"[24] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=GBP, atributo4=false",OK
2021-08-18 11:45:04.448,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5108,"[25] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=GBP 12.013, atributo4=true",OK
2021-08-18 11:45:10.3,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5291,"[26] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=GBP 10,000,000,000.00, atributo4=true",OK
2021-08-18 11:45:16.68,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5600,"[27] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=null, atributo4=true",OK
2021-08-18 11:45:22.326,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5040,"[28] author=, text=null, info=null, atributo1=null, atributo2=null, atributo3=EUR 10.00, atributo4=true",OK
2021-08-18 11:45:29.014,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,5762,"[29] author=Texto prueba, text=Texto prueba, info=http://hola.com, atributo1=18-hy72-0821, atributo2=2022/01/01 10:00, atributo3=EUR 1e.00, atributo4=true",OK
2021-08-18 11:45:34.936,acme.testing.controlCheck.AnonymousShoutsCreateTest,createNegative,4994,"[30] author=, text=null, info=null, atributo1=null, atributo2=null, atributo3=null, atributo4=true",OK
2021-08-18 11:46:01.269,acme.testing.controlCheck.AnonymousShoutsListTest,list,7446,"[1] recordIndex=0, moment=2021/08/14 10:00, author=John Doe, text=I'm happy!, info=null, atributo1=12-gd23-0312, atributo2=2022/07/01 10:00, atributo3=GBP 80.00, atributo4=false",OK
2021-08-18 11:46:09.559,acme.testing.controlCheck.AnonymousShoutsListTest,list,7277,"[2] recordIndex=1, moment=2021/08/13 12:00, author=Jane Doe, text=I'm the master of my room!, info=http://www.example.org, atributo1=12-gs23-0312, atributo2=2021/12/30 10:00, atributo3=USD 70.00, atributo4=false",OK
2021-08-18 11:46:17.43,acme.testing.controlCheck.AnonymousShoutsListTest,list,6935,"[3] recordIndex=2, moment=2021/08/15 16:00, author=Foo Bar, text=Just turning 50!, info=http://www.example1.org, atributo1=12-ad23-0312, atributo2=2024/06/21 10:00, atributo3=GBP 30.00, atributo4=false",OK
2021-08-18 11:46:23.966,acme.testing.controlCheck.AnonymousShoutsListTest,list,5989,"[4] recordIndex=3, moment=2021/08/15 01:00, author=Francisco Borrego, text=Este es un texto muy guay., info=null, atributo1=12-gw23-0312, atributo2=2027/07/07 10:00, atributo3=EUR 15.50, atributo4=true",OK
2021-08-18 11:46:31.35,acme.testing.controlCheck.AnonymousShoutsListTest,list,6625,"[5] recordIndex=4, moment=2021/08/15 13:00, author=Jesus Vargas, text=Hola miren mi proyecto., info=https://github.com/Francisco-Borrego/Acme-Planner/, atributo1=12-gr23-0312, atributo2=2023/03/03 10:00, atributo3=EUR 0.01, atributo4=true",OK
2021-08-18 11:46:39.075,acme.testing.controlCheck.AnonymousShoutsListTest,list,7103,"[6] recordIndex=5, moment=2021/08/14 21:00, author=Antonio Funes, text=Me gusta mucho esta página., info=https://www.us.es/, atributo1=12-gd33-0312, atributo2=2025/05/05 10:00, atributo3=EUR 100.00, atributo4=true",OK
2021-08-18 11:46:45.002,acme.testing.controlCheck.AnonymousShoutsListTest,list,5435,"[7] recordIndex=6, moment=2021/08/14 21:00, author=Usuario de incógnito, text=Esta página está chula, info=https://www.google.es/, atributo1=12-gd63-0312, atributo2=2026/06/06 10:00, atributo3=USD 0.00, atributo4=true",OK
2021-08-18 11:47:15.283,acme.testing.controlCheck.AdministratorDashboardShowTest,showPositive,11375,"[1] ratio1=0.62, ratio2=0.12, avgSheetsUSD=35.00, avgSheetsEUR=31.15, avgSheetsGBP=55.00, devSheetsUSD=35.00, devSheetsEUR=40.13, devSheetsGBP=25.00, nPrivateTask=3, nPublicTask=15, nFinishedTask=12, nNotFinishedTask=6, averageTaskExecutionPeriods=525.22, deviationTaskExecutionPeriods=927.62, minimumTaskExecutionPeriods=0, maximumTaskExecutionPeriods=4029, averageTaskWorkloads=25.05, deviationTaskWorkloads=32.08, minimumTaskWorkloads=0.10, maximumTaskWorkloads=90.45",OK
