timestamp,simple-path,time
2021-06-08 20:30:23.827,/master/welcome,375
2021-06-08 20:30:24.226,/master/welcome,355
2021-06-08 20:30:25.005,/master/sign-in,607
2021-06-08 20:30:26.374,/master/welcome,593
2021-06-08 20:30:28.859,/master/welcome,438
2021-06-08 20:30:29.603,/master/welcome,606
2021-06-08 20:30:30.128,/master/welcome,314
2021-06-08 20:30:30.801,/master/welcome,531
2021-06-08 20:30:31.318,/master/welcome,455
2021-06-08 20:30:31.898,/master/welcome,515
